ID	Statement	Question	QuestionType	StatementType	SentimentType
1791225472	Lmao	False	N/A	command	nice
1629918470	Crit mass	False	N/A	command	disgust
1761898102	Lmao	False	N/A	command	nice
822404218	lol i can smell the picture xD	False	N/A	statement	love
151955480		False	N/A	command	love
1237088041	lol i can smell the picture xD	False	N/A	statement	love
1108999122	Smells nice	False	N/A	command	racist
1395876382	ncie	False	N/A	command	sad
1418563867	Smells nice	False	N/A	command	racist
152233617	lol	False	N/A	command	nice
958236431	Thats the widow	False	N/A	statement	love
1101046706	lol	False	N/A	command	nice
872442044	Oh ya man	False	N/A	command	neutral
93261519	lol fair. and that looks pretty nice	False	N/A	command	neutral
1361412283	Oh ya man	False	N/A	command	neutral
610500528	that looks pretty nice to.	False	N/A	statement	neutral
1195928312	Nah Id just ID or OD it	False	N/A	command	disgust
657067934	Crit mass	False	N/A	command	disgust
71842159	that looks pretty nice to.	False	N/A	statement	neutral
671924241		False	N/A	command	love
84470655		False	N/A	command	love
2006641780	should get some hydroponic stuff set up	False	N/A	exclamation	neutral
1591040636	Crit mass	False	N/A	command	disgust
1339724522		False	N/A	command	love
1636271000	ncie	False	N/A	command	sad
1445124476	lol	False	N/A	command	nice
1621628325	ncie	False	N/A	command	sad
465810364	Thats the widow	False	N/A	statement	love
561611894	I know right lmao	False	N/A	exclamation	love
1067102353	Thats the widow	False	N/A	statement	love
1413153101	lol fair. and that looks pretty nice	False	N/A	command	neutral
1965683122	thats not bad either	False	N/A	statement	mean
419182185	lol fair. and that looks pretty nice	False	N/A	command	neutral
946137626	Nah Id just ID or OD it	False	N/A	command	disgust
1446360989	Got like 5 seeds lmao	False	N/A	command	nice
169206444		False	N/A	command	love
367164609	Nah Id just ID or OD it	False	N/A	command	disgust
1168586248	excess crystal andeverything	False	N/A	command	love
714805299	should get some hydroponic stuff set up	False	N/A	exclamation	neutral
1716379758		False	N/A	command	love
1738219889	thats where all the good shit winds up	False	N/A	statement	neutral
1316250177	lol	False	N/A	command	nice
573990254	should get some hydroponic stuff set up	False	N/A	exclamation	neutral
856824702	Still bam lol	False	N/A	command	love
1342828367	I know right lmao	False	N/A	exclamation	love
112576318	lol	False	N/A	command	nice
2082292266	But its bottom of the bag what I was getting at	True	disjunctive	N/A	mean
256691579	thats not bad either	False	N/A	statement	mean
1987344362	I know right lmao	False	N/A	exclamation	love
1407427247	Same	False	N/A	command	nice
1149830984	thats not bad either	False	N/A	statement	mean
1738651449	Got like 5 seeds lmao	False	N/A	command	nice
2090838700	lol regardless of cost it got me pretty stoned xD	False	N/A	statement	disgust
651347474	Got like 5 seeds lmao	False	N/A	command	nice
50227324	excess crystal andeverything	False	N/A	command	love
995677732	That was some of my 20$ bottom of the bag qt	False	N/A	statement	mean
138503114	excess crystal andeverything	False	N/A	command	love
23593483	like on par or better than don and jans	False	N/A	command	happy
1960958367	thats where all the good shit winds up	False	N/A	statement	neutral
851594262	thats where all the good shit winds up	False	N/A	statement	neutral
95353697	literally everything ive gotten off you have been good lol.	True	special	N/A	happy
406775797	Still bam lol	False	N/A	command	love
1260551507	Still bam lol	False	N/A	command	love
1996406022	How did u like that stuff I gave you last	True	special	N/A	happy
139629542	But its bottom of the bag what I was getting at	True	disjunctive	N/A	mean
1263379852	Smells nice	False	N/A	command	racist
1559439772	But its bottom of the bag what I was getting at	True	disjunctive	N/A	mean
127335322	Same	False	N/A	command	nice
502441088	Idk not sure yet lmao	False	N/A	command	mean
1138735079	Same	False	N/A	command	nice
336509090	lol regardless of cost it got me pretty stoned xD	False	N/A	statement	disgust
1824143524	lol regardless of cost it got me pretty stoned xD	False	N/A	statement	disgust
828760627	and nice good stuff?	False	N/A	command	neutral
486346359	That was some of my 20$ bottom of the bag qt	False	N/A	statement	mean
1898138032	That was some of my 20$ bottom of the bag qt	False	N/A	statement	mean
896616803	i bought a bag of cigs off my roomie so i dont run out. but thats it until my new job pays me.	False	N/A	exclamation	mean
423887483	like on par or better than don and jans	False	N/A	command	happy
1248359865	like on par or better than don and jans	False	N/A	command	happy
1991890690	I got some white widow an crit	False	N/A	exclamation	love
803177202	literally everything ive gotten off you have been good lol.	True	special	N/A	happy
877396447	literally everything ive gotten off you have been good lol.	True	special	N/A	happy
295058557	youre telling me xD	False	N/A	command	love
826611214	How did u like that stuff I gave you last	True	special	N/A	happy
1255172186	How did u like that stuff I gave you last	True	special	N/A	happy
728602363	Boo	False	N/A	command	love
1325085599	Smells nice	False	N/A	command	racist
929799232	Smells nice	False	N/A	command	racist
1587418895	oh fuck my bad. im still a broke ass. i cant afford pot for a couple weeks.	False	N/A	exclamation	sad
1644807101	Idk not sure yet lmao	False	N/A	command	mean
890027637	Idk not sure yet lmao	False	N/A	command	mean
246799287	Just picked up was waiting for u to get back to me lnao	False	N/A	statement	mean
124710307	and nice good stuff?	False	N/A	command	neutral
1499430573	and nice good stuff?	False	N/A	command	neutral
815266424	not alot switched over laundry. coding atm. lol you?	False	N/A	command	love
397907397	i bought a bag of cigs off my roomie so i dont run out. but thats it until my new job pays me.	False	N/A	exclamation	mean
1834947625	i bought a bag of cigs off my roomie so i dont run out. but thats it until my new job pays me.	False	N/A	exclamation	mean
1731142919	Whats up	True	special	N/A	neutral
307518153	I got some white widow an crit	False	N/A	exclamation	love
1111600336	I got some white widow an crit	False	N/A	exclamation	love
1860958937	Just a feeling	False	N/A	command	sad
2093933244	youre telling me xD	False	N/A	command	love
432502030	youre telling me xD	False	N/A	command	love
196226821	what makes you say that?	True	special	N/A	angry
2042011335	Boo	False	N/A	command	love
1510085366	Boo	False	N/A	command	love
1295659754	the majority of the college kids are indian now. the majority of which do not drink. so unfortunately when i go to little texas now its all old people in their 40s and young people without an education, or have been in jail x number of times.	True	disjunctive	N/A	happy
258169380	oh fuck my bad. im still a broke ass. i cant afford pot for a couple weeks.	False	N/A	exclamation	sad
278575928	oh fuck my bad. im still a broke ass. i cant afford pot for a couple weeks.	False	N/A	exclamation	sad
1846674978	I think were gonna have a nice ice storm year	False	N/A	exclamation	happy
1613958825	Just picked up was waiting for u to get back to me lnao	False	N/A	statement	mean
1631522685	Just picked up was waiting for u to get back to me lnao	False	N/A	statement	mean
723188944	Ok	False	N/A	command	neutral
1995387005	not alot switched over laundry. coding atm. lol you?	False	N/A	command	love
606304197	not alot switched over laundry. coding atm. lol you?	False	N/A	command	love
1359017824	Lol	False	N/A	command	nice
358379318	Whats up	True	special	N/A	neutral
1839173142	Whats up	True	special	N/A	neutral
587738740	not really the losers at loyola and shit are what you find at the bar xD	True	general	N/A	neutral
929617843	Just a feeling	False	N/A	command	sad
1657174207	Just a feeling	False	N/A	command	sad
2041343720	now she goes to work and he stays home making beats xD	False	N/A	statement	angry
1826497744	what makes you say that?	True	special	N/A	angry
1175011315	what makes you say that?	True	special	N/A	angry
311922753	Still better then a bar lmao	False	N/A	command	happy
1477106856	Prob y she dated him to	False	N/A	command	angry
1985833993	Lol	False	N/A	command	nice
1170299479	Lol	False	N/A	command	nice
445785481	not really the losers at loyola and shit are what you find at the bar xD	True	general	N/A	neutral
1003193263	not really the losers at loyola and shit are what you find at the bar xD	True	general	N/A	neutral
982526321	yeup	False	N/A	command	neutral
1298131882	Oh god	False	N/A	command	nice
1773860360	now she goes to work and he stays home making beats xD	False	N/A	statement	angry
760799987	now she goes to work and he stays home making beats xD	False	N/A	statement	angry
909826387	not well either.	False	N/A	command	angry
921563202	Still better then a bar lmao	False	N/A	command	happy
2042149492	Still better then a bar lmao	False	N/A	command	happy
367171840	aliees boyfriend mike raps.	False	N/A	command	love
1073657674	Lol	False	N/A	command	nice
832073087	Lol	False	N/A	command	nice
1805656121	Rap?	False	N/A	command	neutral
2081489420	she found him in adult high school xD.	False	N/A	statement	happy
1188272637	she found him in adult high school xD.	False	N/A	statement	happy
623460575	and they dont even rap	False	N/A	command	disgust
1677168412	Prob y she dated him to	False	N/A	command	angry
1141291985	Prob y she dated him to	False	N/A	command	angry
411597732	Lol	False	N/A	command	nice
540499982	yeup	False	N/A	command	neutral
308971694	yeup	False	N/A	command	neutral
773196161	honestly i hate all of kaylas exs. more useless than avas step dad.	False	N/A	exclamation	happy
1467014727	Oh god	False	N/A	command	nice
881103859	Oh god	False	N/A	command	nice
1427025412	Dad wont play mind craft wtf lol	False	N/A	command	love
1972822029	not well either.	False	N/A	command	angry
1521728315	not well either.	False	N/A	command	angry
1375846462	Lol	False	N/A	command	nice
491136347	aliees boyfriend mike raps.	False	N/A	command	love
2104140373	aliees boyfriend mike raps.	False	N/A	command	love
905557004	right?	True	choice	N/A	disgust
1394814328	Rap?	False	N/A	command	neutral
927323716	Rap?	False	N/A	command	neutral
13999494	Fair enough	False	N/A	command	disgust
1934719865	and they dont even rap	False	N/A	command	disgust
899440282	and they dont even rap	False	N/A	command	disgust
815323914	hes a little butt hurt me and her broke up. his dad wont even play minecraft with him.	False	N/A	statement	sad
101946785	Lol	False	N/A	command	nice
1743521241	Lol	False	N/A	command	nice
896162749	Bahahaha	False	N/A	command	love
1204617512	honestly i hate all of kaylas exs. more useless than avas step dad.	False	N/A	exclamation	happy
1155086457	honestly i hate all of kaylas exs. more useless than avas step dad.	False	N/A	exclamation	happy
90746768	now landon just says fair enough in response to her xD	False	N/A	command	happy
1067879255	Dad wont play mind craft wtf lol	False	N/A	command	love
749330891	Dad wont play mind craft wtf lol	False	N/A	command	love
1580448346	Lol	False	N/A	command	nice
304981320	Lol	False	N/A	command	nice
411120971	right?	True	choice	N/A	disgust
1097704498	Lmfao	False	N/A	command	nice
2110614697	right?	True	choice	N/A	disgust
2117562122	Fair enough	False	N/A	command	disgust
1278128406	Well Atlest mines outta ur hands lol	False	N/A	command	neutral
1304476927	Fair enough	False	N/A	command	disgust
2055937275	to be fair i did kill a spider yesterday that freaked me out	False	N/A	exclamation	sad
2013034472	hes a little butt hurt me and her broke up. his dad wont even play minecraft with him.	False	N/A	statement	sad
1452284626	hes a little butt hurt me and her broke up. his dad wont even play minecraft with him.	False	N/A	statement	sad
744155505	Bahahaha	False	N/A	command	love
1266910174	The rain	False	N/A	statement	racist
1245165297	Bahahaha	False	N/A	command	love
1507840494	Lmfao	False	N/A	command	nice
104308115	now landon just says fair enough in response to her xD	False	N/A	command	happy
310703776	now landon just says fair enough in response to her xD	False	N/A	command	happy
1912948316	what are you blaming me for?	True	special	N/A	neutral
